"","Z.BR1","Z.BR2","Z.BR3","Z.CN1","Z.CN2","Z.CN3","Z.DC1","Z.DC2","Z.DC3","Z.DN1","Z.DU1","Z.DU2","Z.DU3","Z.EL1","Z.EL2","Z.EL3","Z.HB1","Z.HB2","Z.HB3","Z.HN1","Z.HN2","Z.HN3","Z.KN1","Z.KN2","Z.KN3","Z.MB1","Z.MB2","Z.MB3","Z.MN1","Z.MN2","Z.MN3","Z.NK1","Z.NK2","Z.NK3","Z.PA1","Z.PA2","Z.PA3","Z.PE.B","Z.PE1","Z.PE2","Z.PE3","Z.RB1","Z.RB2","Z.RB3","Z.RN1","Z.RN2","Z.RN3","Z.SB1","Z.SB2","Z.SB3","Z.SM1","Z.SM2","Z.SM3","Z.SN1","Z.SN2","Z.SN3","Z.SY1","Z.SY2","Z.SY3","Z.TB1","Z.TB2","Z.TB3"
"Zotu1969",0,0,0,0,0,0,0,0,0,0,84,102,72,0,0,0,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,13,8
"Zotu1971",0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,15,26,10,0,0,0,0,4,3,5,5,5,4,0,0,0,11,4,3,12,13,14,0,0,0,0,0,0,10,51,19
"Zotu1973",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,19,16,23,19,45,55,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1974",4,3,6,11,18,9,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,3,0,0,40,55,54,13,16,19,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1976",0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,154,150,0,0,0,0,0,0
"Zotu1979",0,0,0,65,60,104,0,0,0,0,0,3,0,0,0,0,0,3,8,4,4,6,0,0,0,11,11,15,13,13,17,12,13,11,0,3,0,0,0,0,0,3,5,3,6,3,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Zotu1980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,120,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1981",0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,64,100,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1984",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,46,46,14,19,15,19,23,27,7,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1988",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,109,93,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu199",1339,1521,1760,0,0,0,0,0,0,0,0,0,0,2586,1887,1853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,47,0,0,0,0,0,0,0,1083,1417,1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1990",28,30,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,36,39,11,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1991",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,21,18,12,50,87,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu1992",10,20,18,4,0,10,0,0,0,0,6,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,9,13,6,10,13,0,0,0,5,0,0,0,19,14,14,0,3,4,0,7,0,0,0,0,0,0,0,7,26,3
"Zotu1994",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,38,37,37,15,17,12,6,3,4,6,3,4,0,0,0,0,0,0,0,0,0
"Zotu1995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,65,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,4,8,4,13,0,0,0,0,0,0
"Zotu1998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,105,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2",178,233,231,11829,14367,11880,0,0,0,0,98,115,94,270,194,175,5100,4147,4464,51,57,73,91,125,101,9,9,13,301,407,421,165,184,139,355,389,347,0,265,213,266,3,12,9,10,20,18,8986,8348,8438,13499,14855,14027,240323,252397,197650,10,23,19,5229,13339,5536
"Zotu20",0,0,0,90,105,101,0,0,0,0,0,3,0,0,0,0,9,7,5,17,15,16,167,240,197,108,58,64,3842,4697,5031,43,39,29,0,5,0,0,0,0,0,6,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu200",2203,2696,3299,12,14,17,0,0,0,0,3,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,14,18,21,0,0,0,0,0,0,0,4,3,4,3,0,0,0,0,0,0,0,0,6,0,0,4,0,3,735,1020,1089,0,0,0
"Zotu2000",0,0,0,0,0,0,89,106,88,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2001",0,0,0,12,23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,53,47,0,0,0,0,0,0
"Zotu2004",0,0,0,0,0,3,0,0,0,0,137,149,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2007",0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,24,0,0,0,0,0,0,0,0,0,0,0,0,53,58,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,28,34,29,19,26,9,10,12,8,11,7,0,0,0
"Zotu2009",0,0,0,0,0,0,3,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,8,0,0,0,0,0,0,0,0,0,0,0,0,5,25,15
"Zotu201",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5944,4631,3565,0,0,3,0,0,0,0,0,0,0,14,7,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Zotu2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,68,64,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,59,90,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2014",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2017",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,80,83,67,0,0,0,0,0,0
"Zotu2020",3,0,0,16,5,0,0,0,0,0,0,0,0,11,19,21,0,0,0,0,0,0,0,0,3,8,3,7,15,10,8,3,3,9,5,3,5,20,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2022",0,0,0,5,11,8,0,0,0,0,0,0,0,0,0,0,24,11,17,9,17,16,7,11,5,9,5,13,13,16,18,18,22,15,0,0,0,3,0,0,0,0,0,0,4,8,6,5,0,0,11,0,4,0,0,0,0,0,0,0,0,0
"Zotu2025",0,0,0,0,0,0,49,53,34,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2026",0,0,0,28,30,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,68,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2027",0,0,0,0,5,3,0,0,0,3,0,0,0,0,0,0,89,73,59,12,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0
"Zotu2028",0,0,0,0,0,0,0,0,0,14,0,0,0,95,48,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2029",3,4,5,37,46,18,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,9,0,0,0,0,44,47,28,0,0,0,0,0,0,5,3,0,0,19,16,20,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2032",0,0,0,63,37,30,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,5,0,0,0,0,0,0,4,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,0
"Zotu2033",0,0,0,8,4,3,62,57,36,88,7,3,14,18,23,15,24,19,14,0,0,3,27,35,20,42,22,38,42,44,53,4,9,8,49,14,13,3,4,7,4,4,4,7,13,18,19,18,7,8,23,39,28,3,5,0,4,4,4,7,17,7
"Zotu2034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,71,61,0,0,0,0,0,0,25,25,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,72,91,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2036",5,5,10,0,0,0,13,10,13,0,0,0,0,81,80,51,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,7,12,7,0,0,0,0,0,0,0,28,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2037",0,0,0,45,79,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0
"Zotu2039",0,0,0,0,5,7,0,0,0,0,5,6,7,12,8,6,0,0,0,0,0,0,0,0,0,17,8,7,0,6,6,0,8,0,6,11,10,0,0,0,0,0,6,10,7,6,5,3,0,0,4,0,0,0,0,0,0,0,0,6,11,13
"Zotu204",0,3,0,115,163,98,0,0,0,4,1192,1266,901,0,0,0,184,147,180,11,28,23,104,139,128,29,47,31,328,465,446,142,205,108,31,0,51,317,16,14,14,417,481,374,266,372,305,369,366,316,75,67,95,32,50,31,30,43,42,0,0,3
"Zotu2040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2041",0,0,0,21,59,21,0,0,0,0,16,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2042",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,38,41,32,37,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2045",16,5,11,27,17,21,0,0,0,0,0,0,0,25,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,27,39,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
"Zotu2046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,36,16,14,19,32,17,0,0,0,0,0,0,0,0,0,0,13,11,7,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2047",0,0,3,3,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,4,7,0,46,47,26,31,23,24,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,6
"Zotu2048",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,4,0,0,0,0,0,0,21,101,10
"Zotu2049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,69,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu205",381,430,530,3,6,3,0,0,0,0,0,6,4,443,327,325,0,0,0,0,0,0,18,23,25,0,0,0,0,0,0,74,138,85,1946,1651,1877,0,0,0,0,0,0,0,21,26,35,61,57,62,64,79,112,4,5,3,10,10,13,928,2479,939
"Zotu2050",0,0,0,71,92,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,10,8,10,3,19,15,17,27,23,26,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,10,0,3,0,0,0,0,0,0,0,0,0,0
"Zotu2055",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,63,61,53,4,3,14,0,0,0,0,0,0
"Zotu2056",0,0,6,0,0,0,0,0,0,0,0,0,0,8,4,0,8,11,12,0,0,6,4,4,8,44,14,21,5,6,3,11,16,9,0,0,3,0,0,0,0,0,4,5,5,3,8,5,0,13,21,13,16,0,8,7,0,0,0,0,6,0
"Zotu2058",0,0,0,0,0,0,8,18,12,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Zotu206",0,0,0,0,0,0,4735,5127,3770,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,84,52,0,0,0,0,0,0,0,0,0
"Zotu2064",11,0,7,0,0,0,0,0,0,0,83,86,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0
"Zotu2065",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,0,39,49,36,0,0,0,0,0,0,0,0,0
"Zotu2068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,4,10,0,0,0,0,0,0,4,12,17,36,96,12
"Zotu207",5,7,6,64,82,58,0,0,0,0,95,85,70,4,3,3,31,12,21,7,6,7,36,76,50,52,44,51,62,61,84,72,73,56,13,15,17,30,24,23,28,142,178,155,242,181,186,9,8,10,31,43,21,6,9,12,26,50,31,0,0,4
"Zotu2072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2073",0,0,0,0,0,0,3,0,0,130,52,35,28,146,64,84,0,0,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,58,35,31,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,5
"Zotu2074",0,0,0,11,4,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,8,3,7,8,11,15,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,4,6,6,11,12,7,6,5,5,0,0,0,24,62,30
"Zotu2075",0,0,0,0,5,0,0,0,0,0,15,10,11,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,12,5,0,4,0,0,0,0,3,0,0,0,3,4,8,0,0,0,35,22,25,10,8,12,0,0,0,0,0,0,0,0,0
"Zotu2077",0,0,0,122,103,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,34,27,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0
"Zotu208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5094,4609,4450,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2082",0,0,3,0,3,0,0,0,0,0,0,0,0,12,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,12,79,14
"Zotu2084",0,0,0,57,61,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,0,0,0,0,0,0,8,0
"Zotu2086",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,23,25,14,9,13,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu209",10,13,30,49,69,59,0,0,0,0,219,300,172,596,429,405,366,293,355,98,92,114,112,137,110,450,359,349,255,347,388,312,373,264,33,49,46,68,520,503,579,328,404,333,101,153,111,20,13,19,10,12,15,8,10,3,0,9,5,69,147,56
"Zotu2090",0,0,0,12,17,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,35,38,27,0,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,40,33,21,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,9,8,9,9,0,8,6,0,0,0,40,88,43
"Zotu2093",0,0,6,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,7,3,0,9,10,6,33,40,22,14,25,22,13,8,4,20,25,31,10,6,4,0,0,0,0,5,0
"Zotu2094",0,0,0,51,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,14,26,0,0,0,0,0,0,0,7,4,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"Zotu2098",0,0,0,126,151,98,0,0,0,0,0,0,0,0,0,0,13,11,19,0,0,0,3,3,0,0,0,0,8,10,20,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,11,11,22,13,0,0,0,0,3,0,0,0,0
"Zotu21",0,3,0,77680,86558,77346,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu210",10,8,7,3666,4466,3530,0,0,0,0,0,0,0,26,38,49,0,0,0,4,0,5,0,0,0,0,3,0,326,455,457,3,0,0,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,13,22,22,15,0,0,0,0,0,0
"Zotu2103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24,21,0,0,0,0,0,0,22,44,22,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,32,0,0,0,0,0,0,5,0,0
"Zotu2104",0,0,0,5,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,26,51,74,7,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,44,61,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"Zotu2107",0,0,0,0,0,0,58,68,38,22,0,0,3,17,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2108",0,0,0,0,0,0,0,0,0,254,0,3,4,6,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
"Zotu211",6,5,0,26,38,14,0,0,0,0,6,7,0,0,0,0,172,122,119,377,482,614,423,523,469,91,73,74,127,133,193,445,611,382,8,15,6,221,50,47,71,0,0,0,11,11,9,220,165,183,403,501,459,289,321,290,733,1076,1016,0,0,0
"Zotu2112",0,0,0,13,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,9,37,55,42,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu2114",3,0,0,0,0,0,0,0,0,0,0,0,0,31,28,18,3,0,0,0,0,0,0,0,0,4,0,0,7,7,0,9,5,0,0,0,4,0,0,0,0,0,0,0,31,26,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Zotu2115",0,0,0,0,0,0,0,0,0,0,160,134,130,0,0,0,6,3,8,0,0,0,330,349,319,0,0,0,23,22,26,43,26,36,0,0,0,3658,281,304,245,100,89,127,0,0,0,0,0,0,0,11,0,0,0,0,18,19,9,0,0,0
"Zotu2116",22,17,24,59,60,44,0,0,0,0,0,0,0,29,14,24,25,27,23,10,12,28,0,5,0,36,24,20,15,16,20,22,25,24,20,21,12,0,33,32,41,0,0,0,0,0,0,32,35,29,29,42,40,20,15,20,9,12,8,0,19,0
"Zotu2117",0,0,0,8,10,18,0,0,0,0,0,0,0,8,5,3,0,0,0,0,0,0,3,0,0,14,16,5,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,10,10,10,9,0,0,0,0,0,0,0,0,0
"Zotu2118",0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,99,85,88,21,39,26,5,14,0,0,0,0,0,0,0,3,23,31,37,0,0,0,9,8,7,0,6,6,0,0,0,3,0,0,0,0,0
"Zotu2119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,62,50,61,0,0,0,9,11,12,0,0,0,0,0,0,0,0,0,4,3,0
"Zotu212",149,168,203,45,57,35,0,0,0,0,46,38,29,1100,803,751,741,599,593,26,53,40,88,112,143,62,62,61,175,236,270,182,328,190,170,169,213,73,83,95,95,57,54,37,58,61,68,184,162,158,75,60,80,7,8,8,713,966,1079,49,217,40
"Zotu2127",0,0,0,74,72,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,131,148,27,37,27,13,15,10,308,244,258,123,191,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3686,3796,3637,394,431,416,412,557,567,0,0,0
"Zotu2130",0,0,0,0,0,0,4,4,0,57,6,6,4,16,15,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,179,56
